Source,Catalog,Site,Locus,ProvString,Component,Ct,Wt,MtlString,CndString,ML,AL,MW,MTH,BW,NW,PSA,DSA,MXWP,STL,Comments,PointType
Ruby,26HU4856-11-26,26HU4856,-,Artifact 11,Non-component,1,1.1,Obsidian,Nearly complete,-27.4,-26.9,13.3,3.5,9,6.2,118,175,,5.7,,Rosegate
Ruby,26WA-ISO-11-2,26WA-ISO,-,-,,1,20,Obsidian,Nearly complete,-65.3,-64.9,27.6,12,-17.4,18.9,86,189,,-11,,Great Basin Stemmed
Ruby,26WA8772-11-156,26WA8772,A,Artifact 14,Early Archaic (Locus A),1,1.4,Obsidian,Nearly complete,-25.9,-24.5,-16.3,3.3,-6.1,8.4,104,201,,-6.8,Dai near boundary,Elko
Ruby,26WA-ISO-11-5,26WA-ISO,-,-,,1,8.2,Obsidian,Proximal fragment,-44.9,-39.7,27.5,7.3,-6.2,,,,,,,Humboldt
Ruby,26WA8621-11-422,26WA8621,A,"CU 9, 000-010",Middle Archaic (Locus A),1,0.5,Obsidian,Proximal fragment,-12.5,,-12.1,3.3,,,,,,,"orientation unclear, asymmetrical shoulder/base",Indeterminate
Ruby,26WA9123-11-6,26WA9123,-,Artifact 6,Non-component,1,3.1,Obsidian,Proximal fragment,-28.4,-24.9,-22.4,5.3,-18.2,13,114,142,,11.1,,Elko
Ruby,26WA9123-11-8,26WA9123,-,Artifact 8,Non-component,1,2.6,Obsidian,Proximal fragment,-30.4,-27.9,15.7,4.7,14.3,,,,,,,Humboldt
Ruby,26WA9123-11-9,26WA9123,-,Artifact 9,Non-component,1,2.4,Obsidian,Proximal fragment,-27,-22.2,18.3,5,-5.2,12.9,88,218,,-9.5,,Gatecliff
Ruby,26WA9123-11-13,26WA9123,-,Artifact 13,Non-component,1,4,Obsidian,Medial fragment,-31.3,-28.2,-22.8,6.2,,12.4,,189,,,,Dart-sized
Ruby,26WA9110-11-4,26WA9110,NL,Artifact 4,Non-component,1,1.6,Obsidian,Proximal fragment,-18.6,-18.5,-15.4,5.8,11.5,,89,,,-18.6,,Great Basin Stemmed
Ruby,26WA9110-11-13,26WA9110,A,Artifact 13,Non-component,1,2.2,Obsidian,Nearly complete,31.9,31,-13.7,5.6,-13.6,,,,,,,Indeterminate
Ruby,26WA9110-11-14,26WA9110,A,Artifact 14,Non-component,1,2.4,Obsidian,Medial fragment,-34.2,-31.9,16.4,4.7,-14.3,,,,,,,Humboldt
Ruby,26WA9110-11-16,26WA9110,A,Artifact 16,Non-component,1,4.1,Obsidian,Nearly complete,-36.5,-36.5,17.7,6.7,,,,,,,,Lanceolate
Ruby,26WA9110-11-19,26WA9110,A,Artifact 19,Non-component,1,4.9,Obsidian,Proximal fragment,-41.1,-38.9,17.5,6,13.7,,,,,,,Humboldt
Ruby,26WA9110-11-27,26WA9110,A,Artifact 27,Non-component,1,1.1,Obsidian,Proximal fragment,-20,-18.5,-13.7,3.7,-11.1,,,,,,,Humboldt
Ruby,26WA9110-11-28,26WA9110,A,Artifact 28,Non-component,1,2.6,Obsidian,Proximal fragment,-30,-29.9,13.5,5.9,10.5,,,,,,,Lanceolate
Ruby,26WA9110-11-29,26WA9110,A,Artifact 29,Non-component,1,4.1,Obsidian,Proximal fragment,-40.5,-40.4,16.4,5.6,-6.2,,,,,,,Lanceolate
Ruby,26WA9110-11-45,26WA9110,A,"SCU 1, Surface",Non-component,1,2.4,Obsidian,Whole,-29.3,-26.9,14.6,6.5,-4.3,,,,,,,Indeterminate
Ruby,26WA9110-11-114,26WA9110,A,"SCU 3, Surface",Non-component,1,2.7,Obsidian,Proximal fragment,-23.2,-19,-22.3,6,-13.4,12.9,110,219,,-10,,Gatecliff
Ruby,26WA9110-11-168,26WA9110,A,"SCU 5, Surface",Non-component,1,4.4,Obsidian,Medial fragment,-38,-37.2,17.3,6.3,,,,,,,,Lanceolate
Ruby,26WA9123-11-39,26WA9123,-,"SP 2, 000-010",Non-component,1,0.9,Obsidian,Proximal fragment,-12.2,-11.4,-14.6,-4.3,-14.5,,,,,,,Humboldt
Ruby,26EK12105-11-11,26EK12105,NL,Artifact 14,Non-component,1,1,Cryptocrystalline silicate,Proximal fragment,-18,-18,-16.3,3.7,-5,5.8,108,147,,-6,,Rosegate
Ruby,26EK12105-11-4,26EK12105,NL,Artifact 5,Non-component,1,1,Cryptocrystalline silicate,Margin fragment,-21.5,-16,-16,4.5,-10.3,,,,,,,Indeterminate
Ruby,26EK11790-11-80,26EK11790,-,"CU 7, 000-010",Middle Archaic,1,0.7,Cryptocrystalline silicate,Proximal fragment,-12.4,-10.7,-13.5,-4.2,13.4,10.7,110,,,-12.4,"no DSA, base only",Elko?
Ruby,26EK9189/12008-11-15,26EK9189/12008,NL,Artifact 15,Non-component,1,2.3,Cryptocrystalline silicate,Proximal fragment,-26.1,-23.7,15.6,5.4,-7.8,,,,,,base incomplete,Dart-sized
Ruby,26EK9189/12008-11-11,26EK9189/12008,NL,Artifact 11,Non-component,1,2.4,Cryptocrystalline silicate,Medial fragment,-26.5,-23.8,-16.7,4.5,-10.9,,,,,,,Indeterminate
Ruby,26EK12109-11-36,26EK12109,-,"CU 1, 000-010",Early Archaic,1,0.5,Cryptocrystalline silicate,Proximal fragment,-13.8,-8.6,-17.3,2.5,-13.2,12,108,201,,7.9,PSA rule,Gatecliff?
Ruby,26EK12099-11-47,26EK12099,-,"SS 2, 000-005",Middle Archaic,1,5.4,Cryptocrystalline silicate,Medial fragment,-44.6,-41,-17.9,8,-5.8,,,,,,,Dart-sized
Ruby,26EK12099-11-22,26EK12099,-,Artifact 23,Middle Archaic,1,1.2,Cryptocrystalline silicate,Medial fragment,-12.7,-12.6,-15.2,3.7,,14.9,121,,,-12.7,orientation unclear,Indeterminate
Ruby,26EK6134-11-117,26EK6134,A,"CU 2, 010-020",Early Archaic (Locus A),1,1,Cryptocrystalline silicate,Medial fragment,-10.5,-5.5,-26,5.6,,-15.6,,154,,,,Dart-sized
Ruby,26HU5007-11-15,26HU5007,-,Artifact 9,Middle Archaic,1,5.7,Obsidian,Half,-35.3,-31.2,-27.2,6.2,-8.7,,,,,,,Dart-sized
Ruby,26HU5728-11-1,26HU5728,-,Artifact 1,Non-component,1,5.2,Obsidian,Proximal fragment,-27.5,-27.3,28.9,6.4,20.9,14,122,139,,11.5,,Elko
Ruby,26HU5728-11-2,26HU5728,-,Artifact 2,Non-component,1,2.3,Obsidian,Proximal fragment,-23.1,-21.8,-20.6,4.7,-11.9,10.6,120,134,,7.6,,Elko
Ruby,26HU5728-11-3,26HU5728,-,Artifact 3,Non-component,1,1.7,Obsidian,Nearly complete,-29.1,-28.4,12.9,5.7,-5.6,-7.4,117,,,-6,,Dart-sized
Ruby,26HU5728-11-9,26HU5728,-,Artifact 11,Non-component,1,0.8,Obsidian,Margin fragment,-12.2,-10.8,-13.8,4.4,,-9,116,133,,-5.6,orientation?,Indeterminate
Ruby,26EK11808-11-40,26EK11808,NL,Artifact 41,Non-component,1,0.8,Obsidian,Proximal fragment,-10.7,-9.7,-18.6,-5.2,-15.8,12.3,142,,,-10.7,,Indeterminate
Ruby,26EK12326-11-4,26EK12326,A,Artifact 4,Early Archaic (Locus A),1,1.8,Cryptocrystalline silicate,Medial fragment,-23.5,-22.7,16.3,4.6,,8.7,,169,,,,Dart-sized
Ruby,26EK12326-11-157,26EK12326,A,"CU 5, 000-010",Early Archaic (Locus A),1,1.4,Obsidian,Proximal fragment,-21.1,-21.1,12.6,4.5,-7.7,9.4,83,216,,-8.6,,Indeterminate
Ruby,26EK12326-11-153,26EK12326,A,"CU 4, 020-030",Early Archaic (Locus A),1,1.3,Obsidian,Proximal fragment,-10.1,-7.8,-23.7,-5.7,-23.1,,128,,,-10.1,,Indeterminate
Ruby,26EK12326-11-189,26EK12326,A,"CU 9, 000-010",Early Archaic (Locus A),1,7.4,Cryptocrystalline silicate,Proximal fragment,-27.2,-25.1,35.9,7.9,32.4,28.5,145,,,-27.2,,Other Dart
