Source,Catalog,Site,Locus,ProvString,Component,Ct,Wt,MtlString,CndString,ML,AL,MW,MTH,BW,NW,PSA,DSA,MXWP,STL,Comments,PointType
Ruby,26HU4972-10-1367,26HU4972,C2,PL Artifact 3,Non-component,1,1.6,Obsidian,Proximal fragment,-24.5,-20.3,-19.4,4.6,9.9,10.1,104,166,,-10.7,base incomplete,Elko?
Ruby,26HU4991-10-1498,26HU4991,-,PL Artifact 2,,1,1.4,Obsidian,Margin fragment,-27.7,-19.4,-14.6,4.5,-5.8,-11,106,208,,-12.3,,Dart-sized
Ruby,26WA8605-10-3209,26WA8605,NL,PL Artifact 5,Non-component,1,2.3,Obsidian,Proximal fragment,-27.4,-24.3,-22.8,5.3,-11.8,9.6,118,152,,-8.3,split stem/eared,Elko
Ruby,26HU4945-10-3343,26HU4945,NL,PL Artifact 20,Non-component,1,0.8,Obsidian,Medial fragment,-15.9,-15.6,-15.9,3.4,-10.6,-12,91,177,,-7,,Contracting Stem Dart
Ruby,26WA8704-10-3490,26WA8704,NL,PL Artifact 4,Non-component,1,3.7,Obsidian,Proximal fragment,-34.4,-29.9,-22,5.6,-4.3,,,,,,,Indeterminate
Ruby,26WA8751-10-3497,26WA8751,-,PL Artifact 1,Non-component,1,1.5,Obsidian,Medial fragment,-24.8,-22.9,19.3,3.9,-9.5,12.9,135,196,,-6.4,,Elko
Ruby,26EK11824-10-3505,26EK11824,NL,PL Artifact 3,,1,5.1,Cryptocrystalline silicate,Whole,41.4,40.4,21.9,7.2,10.5,,,,41,,,Humboldt
Ruby,26EK11824-10-3508,26EK11824,NL,PL Artifact 6,,1,1.8,Cryptocrystalline silicate,Proximal fragment,-30.2,-26.4,13.4,4.2,13,,,,,,,Humboldt
Ruby,26EK11792-10-131,26EK11792,A,PL Artifact 5,Early Archaic/Middle Archaic,1,3.4,Cryptocrystalline silicate,Proximal fragment,-25.6,-24.2,-20.2,5.8,-12,-13.6,75,207,,-6.3,asymmetrical,Gatecliff?
Ruby,26EK12127-10-95,26EK12127,NL,PL Artifact 1,Middle Archaic,1,5.7,Obsidian,Whole,-38.5,-37.8,21.6,7.8,-12.5,,,,,,,Lanceolate
Ruby,26EK12127-10-96,26EK12127,NL,PL Artifact 2,Middle Archaic,1,4.8,Cryptocrystalline silicate,Proximal fragment,-31.6,-30.3,25.2,5.6,19.6,-21,119,164,,8.8,one notch,Elko?
Ruby,26HU5272-10-296,26HU5272,NL,PL Artifact PA-04,Non-component,1,1.4,Obsidian,Medial fragment,-18.7,-17.8,16.8,4.8,,-7.9,,150,,,,Dart-sized
Ruby,26HU5272-10-312,26HU5272,PL-X,PL Artifact PA-38,Non-component,1,1.2,Obsidian,Whole,25.9,25.9,14,4.2,12.7,,,,20,,,Indeterminate
Ruby,26HU5272-10-394,26HU5272,PL-T,PL Artifact PA-25,Non-component,1,8,Obsidian,Medial fragment,-39.7,-39.5,-23.1,8.2,,,,,,,,Dart-sized
Ruby,26HU-ISO-10-1176,26HU-ISO,-,-,,1,3.9,Obsidian,Medial fragment,-25.5,-25.4,-21.9,6.8,-10.4,13,65,196,,-7,asymmetrical,Dart-sized
Ruby,26HU4969-10-1349,26HU4969,-,PL Artifact 1,Non-component,1,1.3,Obsidian,Distal fragment,-21.5,-19.5,-15.7,4.2,,-12.2,72,190,,-1.7,,Dart-sized
Ruby,26HU4969-10-1350,26HU4969,-,PL Artifact 2,Non-component,1,2.1,Obsidian,Medial fragment,-29.7,-25.6,-20,4.7,,,119,213,,,"asymmetrical, ugly",Indeterminate
Ruby,26HU4992-10-1502,26HU4992,NL,PL Artifact 44,Non-component,1,2.8,Obsidian,Medial fragment,-20.4,-19.5,-22.3,6.1,21.8,,,,,,,Great Basin Concave Base
Ruby,26HU4998-10-1521,26HU4998,A,PL Artifact 1,Non-component,1,7.3,Obsidian,Proximal fragment,-34.8,-35.3,-32,6.9,-23.4,20.7,128,160,,12.3,one notch; unfinished?,Elko?
Ruby,26WA-ISO-10-1878,26WA-ISO,-,-,,1,3.4,Obsidian,Medial fragment,-27.3,-23.7,-27,5.1,-17.4,16.9,113,164,,-8.3,,Elko?
Ruby,26WA8621-10-1736,26WA8621,B,PL Biface 1,Early Archaic (Locus B),1,3.6,Obsidian,Medial fragment,-28.7,-26.1,20.2,5.6,,,,,,,base incomplete,Humboldt?
Ruby,26EK11845-10-2578,26EK11845,NL,PL Artifact 4,,1,2.5,Obsidian,Medial fragment,-27.5,-23.1,-17.4,5.3,-5.2,-10.7,117,,,-6.5,asymmetrical,Indeterminate
Ruby,26EK11848-10-2604,26EK11848,NL,PL Artifact 15,Non-component,1,1.8,Cryptocrystalline silicate,Medial fragment,-26.4,-26.4,16.9,3.6,-6.5,6.6,107,202,,,,Arrow-sized
Ruby,26EK12134-10-2654,26EK12134,B,PL Artifact 4,Non-component,1,2.3,Cryptocrystalline silicate,Proximal fragment,-19.6,-18.8,-18.9,4.7,14.2,,90,,,-19.6,,Great Basin Stemmed
Ruby,26EK4983-10-2676,26EK4983,C1,PL Artifact 7,Middle Archaic (C1),1,5.3,Cryptocrystalline silicate,Whole,-33.1,-29.6,-27.1,5.5,20.7,18.2,110,215,,9.7,DSA rule,Elko?
Ruby,26WA8914-10-2733,26WA8914,NL,PL Artifact 1,Non-component,1,14.5,Obsidian,Proximal fragment,-66.9,-66.7,28.4,7,9.6,,,,,,,Great Basin Stemmed?
Ruby,26WA8628-10-2868,26WA8628,NL,PL Artifact NL6,Non-component,1,1.9,Obsidian,Nearly complete,-28.5,-28.5,-20,4.4,-7,10.9,99,162,,-6.5,,Contracting Stem Dart
Ruby,26WA8628-10-2875,26WA8628,NL,PL Artifact NL10,Non-component,1,3.8,Obsidian,Medial fragment,-28,-25.4,22.6,5.6,,,,142,,,,Dart-sized
Ruby,26WA8725-10-3188,26WA8725,A,PL Artifact A1,Non-component,1,2.4,Obsidian,Medial fragment,-20.6,-20.2,23.1,4.4,,10.8,,165,,,,Dart-sized
Ruby,26EK11824-10-3507,26EK11824,NL,PL Artifact 5,,1,3.4,Cryptocrystalline silicate,Medial fragment,-28.3,-27.6,20.2,5.7,,,,,,,Notches on side look ambiguous/unfinished,Dart-sized
Ruby,26WA8914-10-2734,26WA8914,C,PL Artifact 2,Paleoarchaic (Locus C),1,7.9,Obsidian,Proximal fragment,-46.4,-45.6,-18.6,7.3,14.9,,85,,,-46.4,,Great Basin Stemmed
Ruby,26WA8736-10-3455,26WA8736,A,PL Artifact 1,Non-component,1,1.3,Obsidian,Proximal fragment,-19.7,-16.4,-18.9,3.6,-10.4,-12.8,92,151,,,,Dart-sized
Ruby,26EK11905-11-1,26EK11905,-,Artifact 1,Non-component,1,1.3,Cryptocrystalline silicate,Distal fragment,-22.3,-21.4,-17.1,3.9,,,,,,173,,Indeterminate
Ruby,26EK11802-11-9,26EK11802,-,"SS 3, 000-005",Non-component,1,0.8,Obsidian,Proximal fragment,-11.1,-8.8,-20.5,-3.6,20.5,,158,,,-11.1,no NW.,Northern Side-notched?
Ruby,26EK11808-11-3,26EK11808,A,Artifact 4,Middle Archaic (Locus A),1,3.1,Obsidian,Proximal fragment,-25.6,-23.7,-21,5.7,17.1,15.5,89,202,,9.1,,Dart-sized
Ruby,26EK11808-11-4,26EK11808,A,Artifact 5,Middle Archaic (Locus A),1,0.3,Obsidian,Proximal fragment,-14.1,-11.8,11.5,3.2,10.6,,,,,,,Humboldt
Ruby,26EK11808-11-5,26EK11808,A,Artifact 6,Middle Archaic (Locus A),1,0.8,Obsidian,Proximal fragment,-17,-13.6,12.7,3.7,-10.2,,,,,,,Humboldt?
Ruby,26EK11808-11-8,26EK11808,NL,Artifact 9,Non-component,1,0.8,Obsidian,Proximal fragment,-10.8,-6.6,-18.1,-4.3,16.2,,,,,,,Humboldt
Ruby,26EK11808-11-13,26EK11808,B,Artifact 14,Non-component,1,1.9,Obsidian,Proximal fragment,-24.4,-22.4,14.8,4.7,10.1,,,,,,shouldered/waisted,Humboldt
Ruby,26EK11808-11-31,26EK11808,A,Artifact 32,Middle Archaic (Locus A),1,1.6,Obsidian,Proximal fragment,-19.3,-17.3,-17.5,-4.7,15.6,12.5,131,218,,7.9,,Dart-sized
Ruby,26EK11808-11-34,26EK11808,NL,Artifact 35,Non-component,1,2.7,Obsidian,Proximal fragment,-27.1,-19.4,-22.7,-5.1,13.3,13.6,90,215,,12.5,,Gatecliff
Ruby,26EK11808-11-50,26EK11808,NL,Artifact 51,Non-component,1,2.2,Obsidian,Proximal fragment,-21.5,-18,-21.2,4.6,14.3,12.3,122,192,,10.1,PSA on other side OK,Gatecliff
Ruby,26EK11808-11-169,26EK11808,A,"CU 5, 020-030",Middle Archaic (Locus A),1,2.2,Obsidian,Nearly complete,25.8,25.7,21.9,4.5,-11.6,-12.6,135,194,,9.8,,Elko
Ruby,26EK11808-11-218,26EK11808,B,"CU 9, 010-020",Non-component,1,1.1,Obsidian,Proximal fragment,-22.6,-22.5,17.5,3.3,-5.5,6.9,134,139,,5.4,,Rosegate
Ruby,26EK11808-11-302,26EK11808,B,"CU 12, 020-030",Non-component,1,2.5,Obsidian,Nearly complete,-31.5,30.1,-19.3,4.8,-11.4,10.6,120,175,,-7.5,,Elko
Ruby,26EK11808-11-327,26EK11808,B,"CU 13, 020-030",Non-component,1,1.5,Cryptocrystalline silicate,Nearly complete,-34.5,-34,-14.9,3.2,-8.2,6.2,115,189,,-4.8,,Rosegate
Ruby,26EK11808-11-345,26EK11808,B,"CU 14, 010-020",Non-component,1,2.2,Cryptocrystalline silicate,Proximal fragment,-17,-15.4,24.5,5.8,19,14.1,126,173,,10.6,,Elko
Ruby,26EK11808-11-369,26EK11808,B,"CU 15, 010-020",Non-component,1,1,Cryptocrystalline silicate,Proximal fragment,-23.4,-23.3,10.2,3.3,5.9,5.3,97,183,,7.2,,Rosegate
Ruby,26EK11808-11-405,26EK11808,B,"CU 17, 000-010",Non-component,1,0.7,Cryptocrystalline silicate,Nearly complete,-24.6,-24.3,14.9,2.5,6.5,5.2,101,126,,4.8,,Rosegate
Ruby,26EK11808-11-469,26EK11808,B,"CU 21, 020-030",Non-component,1,2.6,Obsidian,Proximal fragment,-26.6,-22.4,23.9,5,12.9,12.1,109,150,,6.4,PSA close to 110,Elko
Ruby,26EK11808-11-474,26EK11808,A,"CU 23, 000-010",Middle Archaic (Locus A),1,1,Cryptocrystalline silicate,Nearly complete,30.7,30.7,-13.5,3.4,-6.2,7.7,102,133,,5.5,,Rosegate
Ruby,26EK11808-11-487,26EK11808,A,"CU 24, 000-010",Middle Archaic (Locus A),1,1.3,Cryptocrystalline silicate,Medial fragment,-28.4,-26,16.3,3.1,,,,124,,,NW measureable?,Rosegate
Ruby,26EK651-11-12,26EK651,NL,Artifact 13,Non-component,1,0.5,Obsidian,Distal fragment,-15.6,-15.4,11.6,3.5,,-6.4,,,,,,Arrow-sized
Ruby,26EK11995-11-1,26EK11995,-,Artifact 1,,1,2.9,Obsidian,Proximal fragment,-27,-26,-19.5,5.1,-10,-13,119,229,,-9.3,PSA rule,Gatecliff?
Ruby,26EK11995-11-2,26EK11995,-,Artifact 2,,1,0.6,Obsidian,Nearly complete,-20.8,-20.3,-11.2,2.8,-5.6,5.3,83,163,,-5.1,irregular,Rosegate?
Ruby,26EK11799-11-5,26EK11799,NL,Artifact 5,Non-component,1,3.4,Obsidian,Whole,-37.6,35.8,17.2,5.6,11.2,11.5,86,211,,9.3,,Gatecliff
Ruby,26EK11799-11-17,26EK11799,NL,Artifact 17,Non-component,1,1.7,Obsidian,Proximal fragment,-16.4,-14.8,20.4,5.3,-13.7,11.7,158,221,,9.5,,Northern Side-notched
Ruby,26EK11799-11-33,26EK11799,C1,Artifact 33,Middle Archaic (C1),1,2.7,Cryptocrystalline silicate,Proximal fragment,-28.9,-27.6,-19,5.1,-6.4,11.6,92,207,,-8.5,base broken,Gatecliff
Ruby,26EK11799-11-68,26EK11799,C1,"CU 3, 000-010",Middle Archaic (C1),1,2.3,Cryptocrystalline silicate,Proximal fragment,-18.8,-16.6,-24.6,4.7,13.4,11.5,109,141,,7.9,,Elko
Ruby,26EK11799-11-74,26EK11799,C1,"CU 3, 020-030",Middle Archaic (C1),1,3.4,Cryptocrystalline silicate,Proximal fragment,-24.8,-22.8,26.1,5.8,15.2,11.6,107,137,,9.1,,Elko
Ruby,26EK11799-11-103,26EK11799,C1,"CU 5, 020-030",Middle Archaic (C1),1,0.4,Obsidian,Proximal fragment,-7.9,-5.9,-12.8,-3.8,-12.7,9.8,92,,,-7.9,,Indeterminate
Ruby,26EK11799-11-104,26EK11799,C1,"CU 5, 020-030",Middle Archaic (C1),1,1.8,Obsidian,Proximal fragment,-20.9,-19.7,18.7,5.6,-9.3,10.4,93,212,,8.5,,Gatecliff
Ruby,26EK11805-11-2,26EK11805,B,Artifact 2,Non-component,1,2,Obsidian,Medial fragment,-17.3,-13,22.3,5,,,,,,,,Indeterminate
Ruby,26EK11805-11-3,26EK11805,NL,Artifact 3,Non-component,1,1.1,Obsidian,Proximal fragment,-15.5,-12.2,-15.1,5.4,-12.2,11.5,92,217,,10,,Gatecliff
Ruby,26EK11805-11-4,26EK11805,NL,Artifact 4,Non-component,1,0.9,Obsidian,Proximal fragment,-11.8,-8.9,16.2,4.6,-15.6,,,,,,,Humboldt
Ruby,26EK11805-11-14,26EK11805,NL,Artifact 15,Non-component,1,0.6,Obsidian,Medial fragment,-16.2,-15.7,12.6,3,,7.1,,152,,,,Arrow-sized
Ruby,26EK11805-11-17,26EK11805,NL,Artifact 18,Non-component,1,6.3,Obsidian,Proximal fragment,-39,-38.2,22.8,7.2,13,,,,,,,Lanceolate
Ruby,26EK11805-11-19,26EK11805,NL,Artifact 20,Non-component,1,2.9,Cryptocrystalline silicate,Proximal fragment,-20.2,-16.6,-20.6,6.6,16.2,,,,,,,Humboldt
Ruby,26EK11805-11-21,26EK11805,NL,Artifact 22,Non-component,1,2.8,Obsidian,Proximal fragment,-22.3,-20.4,-24.3,5.1,-14.2,-16.2,81,204,,13.1,,Gatecliff
Ruby,26EK11805-11-22,26EK11805,B,Artifact 23,Non-component,1,2.2,Obsidian,Whole,-28.1,-26.5,-16.8,5,-9.8,11.1,103,199,,10.1,PSA ok,Gatecliff
Ruby,26EK11805-11-34,26EK11805,B,"SS 3, 000-005",Non-component,1,0.5,Obsidian,Proximal fragment,-8.1,-5.2,-16.6,3.8,15.6,,,,,,Elko or Gatecliff base?,Indeterminate
Ruby,26EK11805-11-79,26EK11805,NL,"CU 3, 010-020",Non-component,1,0.3,Obsidian,Proximal fragment,-8.1,-5.6,-10.9,-4.2,-12.1,10.5,104,,,-8.1,small base fragment,Indeterminate
Ruby,26EK12076-11-14,26EK12076,A,"SS 3, 000-005",Non-component,1,1.7,Cryptocrystalline silicate,Whole,29.2,28.8,14.6,3.9,12,,,,49,,,Cottonwood?
Ruby,26EK9178/12133-11-16,26EK9178/12133,NL,Artifact 16,Non-component,1,1.1,Cryptocrystalline silicate,Proximal fragment,-20.1,-17.3,-15.7,3.8,-6.3,6.1,105,161,,-5,,Rosegate
Ruby,26EK9178/12133-11-24,26EK9178/12133,F,Artifact 24,Non-component,1,0.4,Obsidian,Proximal fragment,-9.8,-7.9,-13.1,3.6,-11.3,7.4,153,,,-9.8,Metrics say DSN,Arrow-sized
Ruby,26EK9178/12133-11-25,26EK9178/12133,F,Artifact 25,Non-component,1,1.1,Obsidian,Proximal fragment,-12.7,-9.6,-17.8,4.7,15.3,,,,,,,Humboldt
Ruby,26EK9178/12133-11-52,26EK9178/12133,NL,Artifact 56,Non-component,1,1.8,Cryptocrystalline silicate,Proximal fragment,-24.7,-23.4,-15.3,4.7,-13.2,9.5,150,213,,9.8,,Northern Side-notched
Ruby,26EK9178/12133-11-63,26EK9178/12133,NL,Artifact 67,Non-component,1,3.2,Cryptocrystalline silicate,Nearly complete,-36.3,-31.8,25.4,4.3,-6.7,12.3,124,140,,-9.1,,Elko
Ruby,26EK9178/12133-11-88,26EK9178/12133,E,Artifact 93,Late Archaic (Locus E),1,1.2,Obsidian,Medial fragment,-21.5,-19.4,16.5,3.7,,,,,,,base broken off,Indeterminate
Ruby,26EK9178/12133-11-100,26EK9178/12133,F,Artifact 106,Non-component,1,0.8,Cryptocrystalline silicate,Proximal fragment,-18.9,-17,12,3.6,11.5,,,,,,,Arrow-sized
Ruby,26EK9178/12133-11-66,26EK9178/12133,NL,Artifact 70,Non-component,1,4.9,Cryptocrystalline silicate,Whole,23.9,22.1,19.2,7.1,19.1,,,,66,,,Humboldt
Ruby,26EK9178/12133-11-108,26EK9178/12133,NL,Artifact 115,Non-component,1,3.7,Rhyolite,Proximal fragment,-26.9,-23.2,24,6.1,-18.5,,,,,,,Humboldt
Ruby,26EK9178/12133-11-127,26EK9178/12133,F,Artifact 135,Non-component,1,2.7,Obsidian,Proximal fragment,-22.5,-21.1,21,5,-15.8,,,,,,asymmetrical. Unfinished?,Indeterminate
Ruby,26EK9178/12133-11-183,26EK9178/12133,F,"SS 4, 000-010",Non-component,1,1,Cryptocrystalline silicate,Proximal fragment,-12.3,-12.3,-19.3,4.9,9.1,12,87,185,,6.7,,Indeterminate
Ruby,26EK9178/12133-11-199,26EK9178/12133,F,"SS 5, 000-005",Non-component,1,1.1,Obsidian,Proximal fragment,-19,-17.9,15.4,3.9,10.3,10.5,85,191,,5.1,,Arrow-sized
Ruby,26EK9178/12133-11-200,26EK9178/12133,F,"SS 5, 000-005",Non-component,1,0.6,Cryptocrystalline silicate,Medial fragment,-10.8,-8.9,17.6,3.2,,6.7,90,127,,-1.3,,Rosegate
Ruby,26EK9178/12133-11-245,26EK9178/12133,F,"SS 16, 000-005",Non-component,1,0.8,Obsidian,Medial fragment,-18.1,-16.5,15.8,3.1,,6.2,,145,,,no PSA,Rosegate?
Ruby,26EK9178/12133-11-305,26EK9178/12133,B,"SS 21, 000-005",Non-component,1,0.7,Obsidian,Proximal fragment,-13.8,-12.4,15.2,2.8,15,,,,,,,Humboldt?
Ruby,26EK9178/12133-11-447,26EK9178/12133,E,"CU 5, 000-010",Late Archaic (Locus E),1,0.2,Cryptocrystalline silicate,Proximal fragment,-12.6,-9.2,-10.8,-1.9,6.1,-4.3,110,138,,6,NW close to complete,Rosegate
Ruby,26EK9178/12133-11-472,26EK9178/12133,E,"CU 5, 010-020",Late Archaic (Locus E),1,0.9,Obsidian,Whole,24.9,24.9,12.7,3.5,7,6.4,127,167,,5.7,,Rosegate
Ruby,26EK9178/12133-11-364,26EK9178/12133,A,"SS 31, 000-005",Middle Archaic (Locus A),1,2.6,Cryptocrystalline silicate,Proximal fragment,-22.1,-21.5,-20.8,4.9,-17,14.1,134,225,,9.9,DSA rule,Elko?
Ruby,26EK9178/12133-11-363,26EK9178/12133,A,"SS 31, 000-005",Middle Archaic (Locus A),1,4.9,Cryptocrystalline silicate,Whole,33.4,33.4,22.5,7.6,16.6,14.3,124,187,,9.5,,Elko
Ruby,26EK9178/12133-11-369,26EK9178/12133,A,"SS 32, 000-005",Middle Archaic (Locus A),1,4.6,Cryptocrystalline silicate,Proximal fragment,-34.7,-34.6,21.4,6.9,13.4,12.4,107,160,,9.6,,Elko
Ruby,26EK9178/12133-11-370,26EK9178/12133,A,"SS 32, 000-005",Middle Archaic (Locus A),1,1.2,Cryptocrystalline silicate,Proximal fragment,-29.7,-26.4,13.8,3,-5.5,7.7,138,196,,-8.7,PSA rule,Desert Side-notched?
Ruby,26EK9178/12133-11-375,26EK9178/12133,E,"CU 1, 000-010",Late Archaic (Locus E),1,0.9,Cryptocrystalline silicate,Nearly complete,-21.6,-19,16,2.9,15.5,,,,,,,Cottonwood
Ruby,26EK9178/12133-11-412,26EK9178/12133,E,"CU 3, 000-010",Late Archaic (Locus E),1,0.9,Cryptocrystalline silicate,Medial fragment,-18.6,-17.5,-15.2,2.9,,6.4,,136,,-2.4,PSA ok,Rosegate
Ruby,26EK9178/12133-11-504,26EK9178/12133,E,"CU 7, 000-010",Late Archaic (Locus E),1,0.1,Obsidian,Proximal fragment,-5.2,-4.2,-14.1,-2,14.2,8.6,143,,,-5.2,base only,Elko?
Ruby,26EK9178/12133-11-473,26EK9178/12133,E,"CU 5, 010-020",Late Archaic (Locus E),1,0.7,Cryptocrystalline silicate,Nearly complete,19,18.7,-13.5,3,8.7,6.5,114,139,,5.8,,Rosegate
Ruby,26EK9178/12133-11-474,26EK9178/12133,E,"CU 5, 010-020",Late Archaic (Locus E),1,0.2,Cryptocrystalline silicate,Proximal fragment,-9.3,-9.3,-9.2,2.1,-4.7,-4.8,105,143,,6.1,,Rosegate
Ruby,26EK9178/12133-11-413,26EK9178/12133,E,"CU 3, 000-010",Late Archaic (Locus E),1,0.6,Cryptocrystalline silicate,Half,23.2,23.2,-13.9,2.4,6.4,6.4,100,167,,2.6,,Arrow-sized
Ruby,26EK9178/12133-11-502,26EK9178/12133,E,"CU 7, 000-010",Late Archaic (Locus E),1,0.6,Cryptocrystalline silicate,Nearly complete,26.8,26.8,11.5,2.8,-6.1,-6.2,138,172,,5.2,NW pretty close to complete,Rosegate
Ruby,26EK9178/12133-11-503,26EK9178/12133,E,"CU 7, 000-010",Late Archaic (Locus E),1,0.9,Cryptocrystalline silicate,Half,-28.1,-27.3,-11.7,3.8,4.5,-1,,,,-2.7,,Rosegate
Ruby,26EK9178/12133-11-506,26EK9178/12133,E,"CU 7, 000-010",Late Archaic (Locus E),1,0.5,Cryptocrystalline silicate,Proximal fragment,-7.6,-7.5,16.5,3.8,16.4,,132,,,-7.6,base only,Indeterminate
Ruby,26EK9178/12133-11-528,26EK9178/12133,E,"CU 7, 010-020",Late Archaic (Locus E),1,0.4,Cryptocrystalline silicate,Proximal fragment,-13.7,-10.4,-11.7,2.2,7.1,-5.1,115,139,,5.4,NW close to complete,Rosegate
Ruby,26EK9178/12133-11-529,26EK9178/12133,E,"CU 7, 010-020",Late Archaic (Locus E),1,0.4,Cryptocrystalline silicate,Proximal fragment,-12.4,-10.1,12,2.4,9.8,7,139,162,,5.7,,Rosegate
Ruby,26EK9178/12133-11-550,26EK9178/12133,E,"CU 7, 020-030",Late Archaic (Locus E),1,0.9,Obsidian,Distal fragment,-23.8,-23.7,11.8,3.4,-4.7,,,,,,,Rosegate
Ruby,26EK9178/12133-11-551,26EK9178/12133,E,"CU 7, 020-030",Late Archaic (Locus E),1,1.2,Obsidian,Whole,18.5,18.3,16.4,3.9,16.3,11.7,128,198,,9.1,reworked; DSA rule,Elko
Ruby,26EK9178/12133-11-552,26EK9178/12133,E,"CU 7, 020-030",Late Archaic (Locus E),1,0.4,Cryptocrystalline silicate,Proximal fragment,-16.5,-15.8,9.5,2.5,6.1,4.9,110,157,,5,,Rosegate
Ruby,26EK9178/12133-11-583,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,0.8,Cryptocrystalline silicate,Proximal fragment,-19.1,-18,13.8,2.9,-12.3,2.8,154,193,,5.5,DAI likely out of bounds,Rosegate
Ruby,26EK9178/12133-11-582,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,0.6,Cryptocrystalline silicate,Nearly complete,23.2,-21.8,-13.7,2.7,-4.4,4.1,98,123,,4.7,,Rosegate
Ruby,26EK9178/12133-11-584,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,0.3,Cryptocrystalline silicate,Proximal fragment,-11.3,-9,-13.2,2.3,13.4,7.2,149,202,,5.4,,Rosegate
Ruby,26EK9178/12133-11-585,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,0.5,Obsidian,Whole,19.5,19.5,11.6,3.1,10.8,,,,11,,,Rosegate
Ruby,26EK9178/12133-11-586,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,3.3,Cryptocrystalline silicate,Proximal fragment,-36.7,-33.4,-15.1,5.4,14.2,,,,,,,Humboldt
Ruby,26EK9178/12133-11-587,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,0.4,Cryptocrystalline silicate,Proximal fragment,-10.7,-10,10.6,2.4,,,,109,,,single notch only,Rosegate
Ruby,26EK9178/12133-11-588,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,1.8,Cryptocrystalline silicate,Proximal fragment,-23.9,-23.5,16.4,5,15.6,,,,,,,Indeterminate
Ruby,26EK9178/12133-11-626,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,5.1,Cryptocrystalline silicate,Whole,44.2,43.8,25.4,4.5,17.7,14.1,125,166,,10.2,,Elko
Ruby,26EK9178/12133-11-627,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,0.6,Cryptocrystalline silicate,Whole,-18.3,-17.9,12.9,2.8,8.3,7.1,123,159,,5,,Rosegate
Ruby,26EK9178/12133-11-628,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,0.4,Cryptocrystalline silicate,Proximal fragment,-15.5,-12.4,12.7,2.7,9,6.5,121,161,,5.2,,Rosegate
Ruby,26EK9178/12133-11-629,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,0.6,Cryptocrystalline silicate,Proximal fragment,-14.5,-13.2,-13.4,3.7,-5.2,5.1,101,136,,-3.4,,Rosegate
Ruby,26EK9178/12133-11-630,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,1,Obsidian,Medial fragment,-22.9,-22.8,-13.2,2.9,,6,,159,,,,Rosegate
Ruby,26EK9178/12133-11-631,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,0.3,Cryptocrystalline silicate,Nearly complete,-13.2,-13.1,8.4,2.3,4.6,5.8,131,224,,-3.7,,Arrow-sized
Ruby,26EK9178/12133-11-632,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,0.1,Obsidian,Proximal fragment,-6.2,-5.8,-10.4,1.9,-8.4,8.1,135,,,-6.5,,Arrow-sized
Ruby,26EK9178/12133-11-633,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,0.1,Obsidian,Proximal fragment,-5,-5,-10.4,-2.2,10.4,-6.4,148,,,-5,,Indeterminate
Ruby,26EK9178/12133-11-654,26EK9178/12133,E,"CU 7, 040-050",Late Archaic (Locus E),1,0.1,Cryptocrystalline silicate,Proximal fragment,-5.5,-5,-4.8,-1.3,-4.4,,91,,,-5.5,,Indeterminate
Ruby,26EK9178/12133-11-660,26EK9178/12133,E,"CU 7, 050-060",Late Archaic (Locus E),1,0.7,Cryptocrystalline silicate,Proximal fragment,-15.6,-14,-14.1,3.8,6.9,5.3,107,189,,4.6,DSA rule,Rosegate?
Ruby,26EK9178/12133-11-527,26EK9178/12133,E,"CU 7, 010-020",Late Archaic (Locus E),1,2.3,Obsidian,Nearly complete,20.8,20.4,-21.4,5.7,-21.4,,,,,,,Indeterminate
Ruby,26EK9178/12133-11-589,26EK9178/12133,E,"CU 7, 030-040",Late Archaic (Locus E),1,2.2,Cryptocrystalline silicate,Medial fragment,-25.5,-23.8,-17.9,4.4,,-12.2,,195,,,,Dart-sized
Ruby,26EK9178/12133-11-246,26EK9178/12133,F,"SS 16, 000-005",Non-component,1,1.3,Obsidian,Proximal fragment,-20.4,-19.7,12.1,4.3,8.5,,,,,,,Arrow-sized
Ruby,26EK9178/12133-11-511,26EK9178/12133,E,"CU 7, 000-010",Late Archaic (Locus E),1,0.6,Cryptocrystalline silicate,Proximal fragment,-11,-10.6,-11.4,-3.4,10.3,,87,,,-11,base fragment,Indeterminate
Ruby,26EK12326-11-47,26EK12326,NL,Artifact 49,Non-component,1,3.2,Obsidian,Proximal fragment,-28.2,-27.2,-22,5.7,-9.9,-11.7,93,173,,-10.3,asymmetrical,Dart-sized
